Data transação;CNPJ;Emitente;Descrição;docto;Natureção oper;Imposto;Vencimento;Tipo imp;Cod ret;Aliq;Valor imposto;Total NF
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025547;193392;0;20/06/19;IRPF;5952;4,65;282,87;6083,31
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025547;193392;0;20/05/19;IRPF;2631;11;669,16;6083,31
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025547;193392;0;20/05/19;IRPF;3;2;121,67;6083,31
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025547;193392;0;20/05/19;IRPF;1708;1;60,83;6083,31
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025548;193392;0;20/05/19;IRPF;3;2;134,13;6706,84
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025548;193392;0;20/05/19;IRPF;1708;1;67,07;6706,84
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025548;193392;0;20/05/19;IRPF;2631;11;737,75;6706,84
30/04/19;3592;86915691000179;NOSSA SERVICO TEMPORARIO E GESTAO DE PESSOAS LTDA;NOSSA RH;0025548;193392;0;20/06/19;IRPF;5952;4,65;311,87;6706,84
30/04/19;3941;01650515000108;MARTINELLI ADVOCACIA EMPRESARIAL;MARTINELLI A;0070303;293392;0;20/06/19;IRPF;5952;4,65;4592,84;98770,53
30/04/19;3941;01650515000108;MARTINELLI ADVOCACIA EMPRESARIAL;MARTINELLI A;0070303;293392;0;20/05/19;IRPF;1708;1,5;1481,56;98770,53
30/04/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056963;193392;0;20/05/19;IRPF;1708;1,5;6,68;445,57
30/04/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056963;193392;0;20/06/19;IRPF;5952;4,65;20,73;445,57
30/04/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057080;193392;0;20/06/19;IRPF;5952;4,65;20,73;445,57
30/04/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057080;193392;0;20/05/19;IRPF;1708;1,5;6,68;445,57
30/04/19;5220;05416618000150;SODEXO FACILITIES SERVICES LTDA.;SODEXO FACIL;0052913;293392;0;20/05/19;IRPF;3;5;131,49;2629,87
30/04/19;5220;05416618000150;SODEXO FACILITIES SERVICES LTDA.;SODEXO FACIL;0052913;293392;0;20/05/19;IRPF;1708;1;26,3;2629,87
30/04/19;5220;05416618000150;SODEXO FACILITIES SERVICES LTDA.;SODEXO FACIL;0052913;293392;0;20/05/19;IRPF;2631;11;289,29;2629,87
30/04/19;5220;05416618000150;SODEXO FACILITIES SERVICES LTDA.;SODEXO FACIL;0052913;293392;0;20/06/19;IRPF;5952;4,65;122,29;2629,87
30/04/19;5263;22734853000190;ARTHUR M T T DA MATA CONSTRUTORA E EMPREENDIMENTOS - ME;CONST AMATA;0000193;193392;0;20/05/19;IRPF;3;3,98;60,23;2522,25
30/04/19;5263;22734853000190;ARTHUR M T T DA MATA CONSTRUTORA E EMPREENDIMENTOS - ME;CONST AMATA;0000193;193392;0;20/05/19;IRPF;2631;3,5;30,9;2522,25
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055133;193392;0;20/06/19;IRPF;5952;4,65;15,15;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055133;193392;0;20/06/19;IRPF;1708;1,5;4,88;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055134;193392;0;20/06/19;IRPF;5952;4,65;11,95;257,06
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055134;193392;0;20/06/19;IRPF;1708;1,5;3,86;257,06
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055135;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055135;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055136;193392;0;20/06/19;IRPF;5952;4,65;15,15;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055136;193392;0;20/06/19;IRPF;1708;1,5;4,88;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055311;193392;0;20/06/19;IRPF;5952;4,65;14,08;302,76
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055311;193392;0;20/06/19;IRPF;1708;1,5;4,54;302,76
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055424;193392;0;20/06/19;IRPF;5952;4,65;11,95;257,06
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055424;193392;0;20/06/19;IRPF;1708;1,5;3,86;257,06
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055425;193392;0;20/06/19;IRPF;5952;4,65;17,26;371,31
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055425;193392;0;20/06/19;IRPF;1708;1,5;5,57;371,31
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055809;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055809;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055810;193392;0;20/06/19;IRPF;5952;4,65;17,26;371,31
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055810;193392;0;20/06/19;IRPF;1708;1,5;5,57;371,31
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055953;193392;0;20/06/19;IRPF;1708;1,5;6,94;462,71
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055953;193392;0;20/06/19;IRPF;5952;4,65;21,52;462,71
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055954;193392;0;20/06/19;IRPF;1708;1,5;5,23;348,46
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055954;193392;0;20/06/19;IRPF;5952;4,65;16,19;348,46
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055955;193392;0;20/06/19;IRPF;1708;1,5;5,57;371,31
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055955;193392;0;20/06/19;IRPF;5952;4,65;17,26;371,31
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055956;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055956;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055957;193392;0;20/06/19;IRPF;5952;4,65;15,15;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055957;193392;0;20/06/19;IRPF;1708;1,5;4,88;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055958;193392;0;20/06/19;IRPF;1708;1,5;6,26;417,01
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055958;193392;0;20/06/19;IRPF;5952;4,65;19,39;417,01
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055959;193392;0;20/06/19;IRPF;5952;4,65;11,95;257,06
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0055959;193392;0;20/06/19;IRPF;1708;1,5;3,86;257,06
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056370;193392;0;20/06/19;IRPF;1708;1,5;4,88;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056370;193392;0;20/06/19;IRPF;5952;4,65;15,15;325,61
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056371;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056371;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056827;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
02/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056827;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
09/05/19;1231;07098596000153;HIGICONTROL SOLUCOES AMBIENTAIS LTDA - EPP;HIGICONTROL;0019512;193392;0;20/06/19;IRPF;3;2;16;800
09/05/19;2284;73335929000145;COMERCIO DE TINTAS PIQUIRI LTDA - EPP;PIQUIRI;0003523;193391;0;20/06/19;IRPF;3;5;440,55;8811
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030051;293392;0;19/07/19;IRPF;5952;4,65;763,54;16420,36
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030051;293392;0;20/06/19;IRPF;1708;1,5;246,3;16420,36
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030052;293392;0;20/06/19;IRPF;1708;1,5;32,84;2189,38
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030052;293392;0;19/07/19;IRPF;5952;4,65;101,8;2189,38
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030053;293392;0;20/06/19;IRPF;1708;1,5;47,89;3192,85
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030053;293392;0;19/07/19;IRPF;5952;4,65;148,47;3192,85
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030054;293392;0;19/07/19;IRPF;5952;4,65;25,45;547,35
09/05/19;4002;04055601000152;BECOMEX CONSULTORIA LTDA;BECOMEX;0030054;293392;0;20/06/19;IRPF;1708;1,5;8,21;547,35
09/05/19;4660;08181459000140;AVALIAÇÃO DE RISCO TECNORISK LTDA;TECNORISK;0012090;193392;0;20/06/19;IRPF;5952;4,65;14,89;320,25
09/05/19;4660;08181459000140;AVALIAÇÃO DE RISCO TECNORISK LTDA;TECNORISK;0012127;193392;0;20/06/19;IRPF;5952;4,65;12,83;276,26
10/05/19;2525;53113791001790;TOTVS S.A.;TOTVS;0647242;293392;0;20/06/19;IRPF;5952;4,65;16,66;358,46
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056954;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0056954;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057048;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057048;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057063;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057063;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057365;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057365;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057367;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057367;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057395;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057395;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057397;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057397;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057399;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057399;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057401;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057401;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057403;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057403;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057405;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057405;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057407;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057407;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057409;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057409;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057411;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057411;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057443;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057443;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057444;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057444;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057445;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057445;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057446;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057446;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057447;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057447;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057448;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
14/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057448;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
14/05/19;5485;13773581000146;F. INICIATIVAS CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA.;F INICIATIVA;0002737;293392;0;20/06/19;IRPF;1708;1,5;918,82;61254,79
14/05/19;5485;13773581000146;F. INICIATIVAS CONSULTORIA E ASSESSORIA EMPRESARIAL LTDA.;F INICIATIVA;0002737;293392;0;20/06/19;IRPF;5952;4,65;2848,35;61254,79
15/05/19;232;81449860000109;USIBLOCK INDUSTRIA MECANICA LTDA - EPP;USIBLOCK;0002204;155601;0;20/06/19;IRPF;3;5;61,5;1230
15/05/19;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0096611;193392;0;20/06/19;IRPF;3;5;10,31;206,16
15/05/19;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0096617;193392;0;20/06/19;IRPF;3;5;10,31;206,16
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057574;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057574;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057577;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057577;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057579;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057579;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057581;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057581;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057583;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057583;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057586;193394;0;20/06/19;IRPF;1708;1,5;6,68;445,57
15/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057586;193394;0;20/06/19;IRPF;5952;4,65;20,73;445,57
16/05/19;3430;13437266000148;ABAITI SERVICOS LTDA - EPP;ABAITI 1;0009632;193392;0;20/06/19;IRPF;3;5;162,09;3241,86
16/05/19;4133;07799454000202;CENOFISCO CENTRO DE CAPACITACAO PROFISSIONAL LTDA - EPP;CENOFISCO CT;0009441;193392;0;20/06/19;IRPF;1708;1,5;11,94;796
16/05/19;4133;07799454000202;CENOFISCO CENTRO DE CAPACITACAO PROFISSIONAL LTDA - EPP;CENOFISCO CT;0009441;193392;0;19/07/19;IRPF;5952;4,65;37,01;796
16/05/19;4953;81435620000155;ARS - COLETA DE RESIDUOS LTDA.;ARS COLETA;0022556;193391;0;20/06/19;IRPF;3;5;49,5;990
16/05/19;5082;62173620009306;SERASA S.A;SERASA S.A;4945673;293392;0;20/06/19;IRPF;5952;4,65;57,1;1228
16/05/19;5082;62173620009306;SERASA S.A;SERASA S.A;4945673;293392;0;20/06/19;IRPF;1708;1,5;18,42;1228
16/05/19;5843;04529876000180;MARVEL CAPITAL HUMANO S/A;PROPOSITO;0001231;193392;0;19/07/19;IRPF;5952;4,65;491,83;10577,21
16/05/19;5843;04529876000180;MARVEL CAPITAL HUMANO S/A;PROPOSITO;0001231;193392;0;20/06/19;IRPF;1708;1,5;158,65;10577,21
16/05/19;5843;04529876000180;MARVEL CAPITAL HUMANO S/A;PROPOSITO;0001233;193392;0;19/07/19;IRPF;5952;4,65;756,66;16272,63
16/05/19;5843;04529876000180;MARVEL CAPITAL HUMANO S/A;PROPOSITO;0001233;193392;0;20/06/19;IRPF;1708;1,5;244,08;16272,63
17/05/19;1590;02013622000180;LPE COMERCIO E IMPORTAÇÃO LTDA;AUXILIAR SER;0097443;193392;0;20/06/19;IRPF;3;5;8;160
17/05/19;4565;03344976000170;QUALIENGE SERVIÇOS DE ENGENHARIA LTDA;QUALIENGE;0000305;193392;0;19/07/19;IRPF;5952;4,65;192,97;4150
17/05/19;4565;03344976000170;QUALIENGE SERVIÇOS DE ENGENHARIA LTDA;QUALIENGE;0000305;193392;0;20/06/19;IRPF;1708;1,5;62,25;4150
17/05/19;4920;80430028000106;SOLFUS ENGENHARIA E CONSERVACAO DE ENERGIA LTDA;SOLFUS;0008244;193392;0;19/07/19;IRPF;5952;4,65;81,37;1750
17/05/19;4920;80430028000106;SOLFUS ENGENHARIA E CONSERVACAO DE ENERGIA LTDA;SOLFUS;0008244;193392;0;20/06/19;IRPF;1708;1,5;26,25;1750
17/05/19;5452;07731801000176;CONEXAO NF-E SISTEMAS DE INFORMAÇAO SA;CONEXAO;0010101;293392;0;19/07/19;IRPF;5952;4,65;29,98;644,74
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057361;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057361;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057362;193392;0;20/06/19;IRPF;5952;4,65;16,19;348,46
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057362;193392;0;20/06/19;IRPF;1708;1,5;5,23;348,46
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057363;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057363;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057468;193392;0;20/06/19;IRPF;1708;1,5;3,51;234,21
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057468;193392;0;20/06/19;IRPF;5952;4,65;10,89;234,21
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057472;193392;0;20/06/19;IRPF;1708;1,5;5,57;371,31
20/05/19;5108;57067928000887;AGILITY DO BRASIL LOGISTICA INTERNACIONAL S.A.;AGILITY CWB;0057472;193392;0;20/06/19;IRPF;5952;4,65;17,26;371,31
22/05/19;564;02548657000113;BECKER FLORES PIOLI & KISHINO - SOCIEDADE DE ADVOGADOS - EPP;RICARDO BECK;0007639;193392;0;19/07/19;IRPF;5952;4,65;578,02;12430,66
