Data transação;CNPJ;Emitente;Descrição;docto;Natureção oper;Imposto;Vencimento;Tipo imp;Cod ret;Aliq;Valor imposto;Total NF
26/02/04;278;02722578000187;ELM REPRESENTACAO COMERCIAL LTDA;ELM;0000082;294902;0;03/03/04;IRPF;1708;1,5;755,88;50392,14
23/09/05;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0005381;193302;0;03/10/05;IRPF;0;3;15;500
14/10/05;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0005349;193302;0;02/11/05;IRPF;0;3;15;500
19/12/05;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0005495;193302;0;10/01/06;IRPF;0;3;15;500
20/12/05;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003009;193302;0;10/01/06;IRPF;0;3;4,5;150
20/12/05;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0049111;293301;0;06/01/06;IRPF;5979;,65;33,77;5195
20/12/05;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0049111;293301;0;06/01/06;IRPF;5987;1;51,95;5195
20/12/05;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0049111;293301;0;06/01/06;IRPF;5960;3;155,85;5195
20/12/05;1140;40379380000131;CONSTRUTORA DE OBRAS RJ WAGNER;RJ WAGNER;0000046;193302;0;02/01/06;IRPF;2631;11;112,4;1021,82
20/12/05;1140;40379380000131;CONSTRUTORA DE OBRAS RJ WAGNER;RJ WAGNER;0000046;193302;0;10/01/06;IRPF;0;2;20,44;1021,82
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050707;293301;0;20/01/06;IRPF;5960;3;97,78;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050707;293301;0;20/01/06;IRPF;5979;,65;21,19;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050707;293301;0;20/01/06;IRPF;5987;1;32,59;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050708;293301;0;20/01/06;IRPF;5987;1;32,59;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050708;293301;0;20/01/06;IRPF;5960;3;97,78;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050708;293301;0;20/01/06;IRPF;5979;,65;21,19;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050709;293301;0;20/01/06;IRPF;5960;3;97,78;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050709;293301;0;20/01/06;IRPF;5987;1;32,59;3259,5
16/01/06;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0050709;293301;0;20/01/06;IRPF;5979;,65;21,19;3259,5
07/02/06;309;00296168000196;ENVLAB LABORATÓRIOS S/C LTDA;ENVLAB;0004036;193302;0;10/03/06;IRPF;1708;1,5;14,62;975
17/02/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0002800;293301;0;02/03/06;IRPF;2631;11;147,92;2689,46
17/02/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0002804;293302;0;02/03/06;IRPF;2631;11;42,95;780,81
09/03/06;1140;40379380000131;CONSTRUTORA DE OBRAS RJ WAGNER;RJ WAGNER;0000051;193302;0;10/04/06;IRPF;0;2;27,6;1380,15
09/03/06;1140;40379380000131;CONSTRUTORA DE OBRAS RJ WAGNER;RJ WAGNER;0000051;193302;0;02/04/06;IRPF;2631;11;151,82;1380,15
13/03/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003043;193302;0;10/04/06;IRPF;0;2;14;700
24/03/06;1230;02012711000101;L.P. DOIN CULTURA LAZER E MKT LTDA.;BTS;0000084;293302;0;10/04/06;IRPF;1708;1,5;45;3000
27/03/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0003056;293301;0;03/04/06;IRPF;2631;11;295,84;2689,46
29/03/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0003084;293301;0;07/04/06;IRPF;2631;11;255,43;4644,12
07/04/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003058;193302;0;10/05/06;IRPF;0;2;8,8;440
12/04/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0003207;293301;0;02/05/06;IRPF;2631;11;147,92;2689,46
02/05/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0003368;293301;0;02/05/06;IRPF;2631;11;316,77;5759,52
12/05/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0003403;293301;0;02/06/06;IRPF;2631;11;295,84;2689,46
15/05/06;389;35793033000463;ESTADO DA ARTE INF E TECNOLOGIA LTDA;ESTADO ARTE;0005432;193302;0;09/06/06;IRPF;1708;1,5;12,3;820
17/05/06;1286;00153324000160;VERSAO BRASILEIRA TLDA;VERSAO;0000595;193302;0;09/06/06;IRPF;1708;1,5;18,62;1241,1
01/06/06;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0048216;193301;0;21/06/06;IRPF;5952;1;380,73;40010,08
01/06/06;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0048216;193301;0;21/06/06;IRPF;5952;,65;247,48;40010,08
01/06/06;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0048216;193301;0;21/06/06;IRPF;5952;3;1142,21;40010,08
09/06/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0003584;293301;0;03/07/06;IRPF;2631;11;147,92;2689,46
21/06/06;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0005825;193302;0;10/07/06;IRPF;3;2;5,6;280
23/06/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003103;193302;0;10/07/06;IRPF;3;3;20,7;690
28/06/06;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0005828;193302;0;10/07/06;IRPF;3;2,5;6,5;260
11/08/06;610;78234234000190;LAVITTA ENGENHARIA CIVIL LTDA;LAVITTA;0010937;193302;0;10/09/06;IRPF;3;2;679,61;33980,34
14/08/06;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0005961;193302;0;10/09/06;IRPF;3;2;45;2250
11/09/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0004528;293301;0;10/10/06;IRPF;3;3;80,68;2689,46
11/09/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0004528;293301;0;02/10/06;IRPF;2631;11;147,92;2689,46
20/09/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003143;193302;0;10/10/06;IRPF;3;3;10,2;340
09/10/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003179;193302;0;10/11/06;IRPF;3;3;9;300
16/10/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0004768;193301;0;02/11/06;IRPF;2631;11;147,92;2689,46
16/10/06;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0004768;193301;0;10/11/06;IRPF;3;3;80,68;2689,46
26/10/06;309;00296168000196;ENVLAB LABORATÓRIOS S/C LTDA;ENVLAB;0004906;193302;0;10/11/06;IRPF;1708;1,5;14,63;975
31/10/06;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0006212;193302;0;10/11/06;IRPF;3;2;7;350
20/11/06;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0050315;155101;0;21/11/06;IRPF;5952;1;380,73;40010,08
20/11/06;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0050315;155101;0;21/11/06;IRPF;5952;3;1142,21;40010,08
20/11/06;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0050315;155101;0;21/11/06;IRPF;5952;,65;247,48;40010,08
28/11/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003208;193302;0;08/12/06;IRPF;3;3;36;1200
04/12/06;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003216;193302;0;10/01/07;IRPF;3;3;3,9;130
19/12/06;944;85030617000102;RUBENS MARTINS - PINTURAS;RUBENS MARTI;0001092;193302;0;10/01/07;IRPF;3;2;70;3500
19/12/06;944;85030617000102;RUBENS MARTINS - PINTURAS;RUBENS MARTI;0001092;193302;0;03/01/07;IRPF;2631;11;385;3500
04/01/07;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0006354;193302;0;09/02/07;IRPF;3;3;22,5;750
11/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005300;293301;0;15/01/07;IRPF;5952;3;209,29;6976,32
11/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005300;293301;0;15/01/07;IRPF;5952;1;69,76;6976,32
11/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005300;293301;0;02/02/07;IRPF;2631;11;383,7;6976,32
11/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005300;293301;0;09/02/07;IRPF;3;3;209,29;6976,32
11/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005300;293301;0;15/01/07;IRPF;5952;,65;45,35;6976,32
17/01/07;944;85030617000102;RUBENS MARTINS - PINTURAS;RUBENS MARTI;0001099;193302;0;02/02/07;IRPF;2631;11;506;4600
17/01/07;944;85030617000102;RUBENS MARTINS - PINTURAS;RUBENS MARTI;0001099;193302;0;09/02/07;IRPF;3;2;92;4600
25/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005368;293301;0;02/02/07;IRPF;2631;11;295,84;2689,46
25/01/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005368;293301;0;09/02/07;IRPF;3;3;80,68;2689,46
06/02/07;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003250;193302;0;09/03/07;IRPF;3;3;2,4;80
21/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005600;293301;0;10/03/07;IRPF;2631;11;147,92;2689,46
21/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005600;293301;0;09/03/07;IRPF;3;3;80,68;2689,46
28/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005657;193301;0;09/03/07;IRPF;0;3;256,61;8553,54
28/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005657;193301;0;02/03/07;IRPF;2631;11;470,44;8553,54
28/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005657;193301;0;15/03/07;IRPF;5952;1;85,53;8553,54
28/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005657;193301;0;15/03/07;IRPF;5952;3;256,61;8553,54
28/02/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005657;193301;0;15/03/07;IRPF;5952;,65;55,6;8553,54
14/03/07;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003268;193302;0;10/04/07;IRPF;3;3;2,7;90
16/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005711;293301;0;10/04/07;IRPF;2631;11;155,41;2825,55
16/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005711;293301;0;10/04/07;IRPF;3;3;84,77;2825,55
28/03/07;1561;04292968000190;ENGAEL INSTRUMENTAÇÃO E ELÉTRICA LTDA;ENGAEL;0000671;193302;0;10/04/07;IRPF;3;3;17,4;580
28/03/07;1561;04292968000190;ENGAEL INSTRUMENTAÇÃO E ELÉTRICA LTDA;ENGAEL;0000671;193302;0;10/04/07;IRPF;2631;11;63,8;580
28/03/07;1564;07658797000168;MARTA MANENTE DESIGN E ASSESSORIA LTDA;MM DESIGN;0000064;293302;0;10/04/07;IRPF;1708;1,5;7,5;500
30/03/07;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0082405;293301;0;13/04/07;IRPF;5952;,65;93,19;14336,8
30/03/07;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0082405;293301;0;13/04/07;IRPF;5952;1;143,37;14336,8
30/03/07;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0082405;293301;0;13/04/07;IRPF;5952;3;430,1;14336,8
30/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005792;293301;0;13/04/07;IRPF;5952;3;238,46;7948,63
30/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005792;293301;0;13/04/07;IRPF;5952;1;79,48;7948,63
30/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005792;293301;0;10/04/07;IRPF;3;3;238,46;7948,63
30/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005792;293301;0;13/04/07;IRPF;5952;,65;51,67;7948,63
30/03/07;1222;02996111000206;NEOTEX SOLUCOES AMBIENTAIS LTDA;NEOTEX;0005792;293301;0;10/04/07;IRPF;2631;11;437,17;7948,63
04/04/07;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0083355;293301;0;30/04/07;IRPF;5952;3;246,17;8205,56
04/04/07;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0083355;293301;0;30/04/07;IRPF;5952;,65;53,34;8205,56
04/04/07;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0083355;293301;0;30/04/07;IRPF;5952;1;82,06;8205,56
17/04/07;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003305;193302;0;10/05/07;IRPF;3;3;16,8;560
23/04/07;1559;76080704000183;PERFIL TÉRMICO AQ. E ISOL. INDL. LTDA.;PERFIL TÉRMI;0007100;193301;0;10/05/07;IRPF;1708;1,5;15;1000
23/04/07;1561;04292968000190;ENGAEL INSTRUMENTAÇÃO E ELÉTRICA LTDA;ENGAEL;0000678;193302;0;10/05/07;IRPF;2631;11;49,5;450
23/04/07;1561;04292968000190;ENGAEL INSTRUMENTAÇÃO E ELÉTRICA LTDA;ENGAEL;0000678;193302;0;10/05/07;IRPF;3;2;9;450
29/06/07;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0053481;193301;0;15/07/07;IRPF;5952;,65;233,92;35988,21
29/06/07;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0053481;193301;0;15/07/07;IRPF;5952;3;1079,65;35988,21
29/06/07;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0053481;193301;0;15/07/07;IRPF;5952;1;359,88;35988,21
26/10/07;167;80519705000159;LUIZ DE JESUS CORDEIRO;LIMPA FOSSA;0003383;194901;0;09/11/07;IRPF;3;3;6;200
21/11/07;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0055339;155101;0;10/12/07;IRPF;5952;,65;193,7;29799,97
21/11/07;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0055339;155101;0;10/12/07;IRPF;5952;3;894;29799,97
21/11/07;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0055339;155101;0;10/12/07;IRPF;5952;1;298;29799,97
26/11/07;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0007159;194901;0;10/12/07;IRPF;3;3;15,9;530
26/11/07;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0007163;194901;0;10/12/07;IRPF;3;3;5,4;180
03/01/08;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0055904;193301;0;10/01/08;IRPF;5952;,65;193,78;29811,73
03/01/08;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0055904;193301;0;10/01/08;IRPF;5952;1;298,12;29811,73
03/01/08;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0055904;193301;0;10/01/08;IRPF;5952;3;894,35;29811,73
21/01/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0007297;193302;0;23/01/08;IRPF;3;3;15;500
30/01/08;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004070;293302;0;08/02/08;IRPF;1708;1,5;13,5;900
01/02/08;2005;75020693000183;TECMETAL ESTRUTURAS METÁLICAS LTDA;TECMETAL;0002142;194901;0;10/03/08;IRPF;0;2;398,36;19918
01/02/08;2005;75020693000183;TECMETAL ESTRUTURAS METÁLICAS LTDA;TECMETAL;0002142;194901;0;10/03/08;IRPF;2631;11;1095,49;19918
11/02/08;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0000645;193302;0;10/03/08;IRPF;3;2;27,8;1390
11/02/08;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0000645;193302;0;10/03/08;IRPF;2631;11;152,9;1390
22/02/08;2090;44384832000124;TOMÉ ENGENHARIA E TRANSPORTE LTDA;TOMÉ ENG;0048157;293302;0;10/03/08;IRPF;2631;11;554,4;16800
22/02/08;2090;44384832000124;TOMÉ ENGENHARIA E TRANSPORTE LTDA;TOMÉ ENG;0048157;293302;0;10/03/08;IRPF;3;2;336;16800
03/03/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0007605;193302;0;10/04/08;IRPF;3;3;10,5;350
05/03/08;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0000651;193302;0;10/04/08;IRPF;3;2;4;200
05/03/08;2031;04290515000124;GARDEN HOUSE JARDINAGEM LTDA;GARDEN HOUSE;0000651;193302;0;10/04/08;IRPF;2631;11;22;200
10/03/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0007479;193302;0;10/04/08;IRPF;3;3;10,5;350
11/03/08;1642;04339209000135;FLEXO STEEL INDL. LTDA;FLEXO STEEL;0002824;193302;0;30/04/08;IRPF;5952;4,65;656,34;14115
26/03/08;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0114464;293301;0;15/05/08;IRPF;5952;4,65;52,41;1127
26/03/08;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0114464;293301;0;10/04/08;IRPF;3;2;22,54;1127
27/03/08;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0114505;293301;0;15/05/08;IRPF;1;4,65;142,17;6114,76
27/03/08;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0114505;293301;0;30/05/08;IRPF;1;4,65;142,17;6114,76
27/03/08;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0114505;293301;0;10/04/08;IRPF;3;2;122,3;6114,76
28/03/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0007496;193302;0;10/04/08;IRPF;3;3;16,8;560
28/03/08;2090;44384832000124;TOMÉ ENGENHARIA E TRANSPORTE LTDA;TOMÉ ENG;0048243;293302;0;10/04/08;IRPF;2631;11;2217,6;67200
28/03/08;2090;44384832000124;TOMÉ ENGENHARIA E TRANSPORTE LTDA;TOMÉ ENG;0048243;293302;0;10/04/08;IRPF;3;2;1344;67200
08/04/08;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000382;194901;0;12/05/08;IRPF;2631;11;234,85;8500
08/04/08;1193;77153534000182;CONSTRUTORA ZOLLER LTDA.;ZOLLER;0000382;194901;0;12/05/08;IRPF;3;2;42,7;8500
11/04/08;2005;75020693000183;TECMETAL ESTRUTURAS METÁLICAS LTDA;TECMETAL;0002170;194901;0;12/05/08;IRPF;2631;11;2705,67;49194,14
11/04/08;2005;75020693000183;TECMETAL ESTRUTURAS METÁLICAS LTDA;TECMETAL;0002170;194901;0;12/05/08;IRPF;3;2;983,88;49194,14
15/04/08;392;56545742000157;DIMENSIONAL EQUIPAMENTOS ELETRICOS LTDA;DIMENSIONAL;0116793;293301;0;30/05/08;IRPF;5952;4,65;16,79;361
16/04/08;309;00296168000196;ENVLAB LABORATÓRIOS S/C LTDA;ENVLAB;0006706;194901;0;09/05/08;IRPF;1708;1,5;31,61;2107,5
22/04/08;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0002831;193302;0;12/05/08;IRPF;2631;11;172,02;3000
22/04/08;615;73859449000183;OCLE ENGENHARIA ELETRICA LTDA;OCLE;0002831;193302;0;12/05/08;IRPF;3;2;46,28;3000
22/04/08;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004322;294902;0;09/05/08;IRPF;1708;1,5;34,74;2316
23/04/08;814;95778866000134;ENGEL PISOS INDUSTRIAIS;ENGEL;0006206;293302;0;12/05/08;IRPF;2631;11;175,18;4550
23/04/08;814;95778866000134;ENGEL PISOS INDUSTRIAIS;ENGEL;0006206;293302;0;12/05/08;IRPF;3;2;91;4550
30/04/08;2160;76544758000152;AGRITEC-AGRIM.AEROFOTOGRAMETRIA LTDA;AGRITEC;0005985;193302;0;09/05/08;IRPF;1708;1,5;15;1000
02/05/08;2160;76544758000152;AGRITEC-AGRIM.AEROFOTOGRAMETRIA LTDA;AGRITEC;0005986;193302;0;10/06/08;IRPF;1708;1,5;30;2000
30/05/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0018345;193302;0;13/06/08;IRPF;5952;4,65;17,67;380
30/05/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0018346;193302;0;13/06/08;IRPF;5952;4,65;17,67;380
10/06/08;309;00296168000196;ENVLAB LABORATÓRIOS S/C LTDA;ENVLAB;0006924;193302;0;10/06/08;IRPF;1708;1,5;31,61;2107,5
16/06/08;2270;01379727000194;HARKO ENGENHARIA LTDA;HARKO;0000024;293302;0;10/07/08;IRPF;1708;1,5;10,2;680
01/07/08;207;77679686000113;PRAXAIR SURFACE TECHNOLOGIES DO BRASIL LTDA;PRAXAIR;0058157;193301;0;29/08/08;IRPF;5952;4,65;2771,51;59602,4
16/07/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008077;193302;0;11/08/08;IRPF;3;3;10,5;350
17/07/08;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000193;193302;0;11/08/08;IRPF;3;2;11,08;554
17/07/08;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000193;193302;0;11/08/08;IRPF;2631;11;60,94;554
24/07/08;2230;03710652000108;ALPINO SERVIÇOS LTDA;ALPINO;0000355;193301;0;11/08/08;IRPF;0;3;164,97;5499
24/07/08;2230;03710652000108;ALPINO SERVIÇOS LTDA;ALPINO;0000355;193301;0;11/08/08;IRPF;2631;11;604,89;5499
30/07/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0018764;193302;0;15/07/08;IRPF;5952;4,65;240,87;380
30/07/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0018765;193302;0;15/07/08;IRPF;5952;4,65;17,67;380
30/07/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0018773;193302;0;15/07/08;IRPF;5952;4,65;17,67;380
13/08/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019203;193302;0;15/08/08;IRPF;5952;4,65;17,67;380
13/08/08;2295;53020152000112;L.A. FALCÃO BAUER-CENTRO TEC.CONTR.QUALI;FALCÃO BAUER;0020622;293302;0;10/09/08;IRPF;1708;1,5;25,35;1690
21/08/08;2387;01996249000161;CR IND. E COM. RESIST.ELETRICAS LTDA;CR;0000106;293302;0;10/09/08;IRPF;3;5;69,86;2794,44
21/08/08;2387;01996249000161;CR IND. E COM. RESIST.ELETRICAS LTDA;CR;0000106;293302;0;10/09/08;IRPF;3;5;69,86;2794,44
29/08/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019571;193302;0;15/09/08;IRPF;5952;4,65;17,67;380
01/09/08;1061;79790077000162;NEURI ANTONIO PESSAIA - EPP;ABAITI;0008188;193302;0;10/10/08;IRPF;3;3;60;2000
01/09/08;2022;05298486000100;ORGANICA LABORATORIO DE ANALISES QUIMICAS LTDA - EPP;ORGANICA;0004685;293302;0;10/10/08;IRPF;1708;1,5;36;2400
15/09/08;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000252;193302;0;10/10/08;IRPF;3;2;29,9;1495
15/09/08;2324;04637474000108;HIDRÁULICA JD LTDA;HIDRÁULICA;0000252;193302;0;10/10/08;IRPF;2631;11;164,45;1495
25/09/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019666;193302;0;30/09/08;IRPF;5952;4,65;17,67;380
26/09/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019461;193302;0;30/09/08;IRPF;5952;4,65;17,67;380
26/09/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019665;193302;0;30/09/08;IRPF;5952;4,65;17,67;380
26/09/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019948;193302;0;15/10/08;IRPF;5952;4,65;17,67;380
26/09/08;1985;03002051000140;TWS ASS. EM COM. EXTERIOR E DESP. LTDA.;TWS COMEX;0019949;193302;0;15/10/08;IRPF;5952;4,65;17,67;380
